method,problem_id,candidate_id,parsed_candidate_rank,candidate_rank_parse_reason,matched_candidate_id,executable,solver_status,objective_correct_posthoc,structure_score,consensus_score,selection_score,type_aware_score,hard_gate_score,type_aware_hard_gate_failures,critical_missing_structures,selected
Best-of-K,single_item_multi_period_0011,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0011,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0011,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0011,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0011,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0012,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0012,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0012,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0012,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0012,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0012,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0012,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0012,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,True
Best-of-K,single_item_multi_period_0013,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,True
Best-of-K,single_item_multi_period_0013,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0013,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0013,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0013,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0013,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0013,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0013,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0014,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0014,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,True
Best-of-K,single_item_multi_period_0014,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0014,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0014,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0014,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0014,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0014,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0015,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0015,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,True
Best-of-K,single_item_multi_period_0015,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0015,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0015,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0015,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0015,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8357142857142856,1.0,0.9425,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0015,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,False,Error,0.0,0.0,0.0,0.0,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0016,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0016,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0016,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,True
Best-of-K,single_item_multi_period_0016,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0016,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0016,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0016,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0016,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0017,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8571428571428571,0.875,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0017,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8571428571428571,0.875,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0017,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,1.0,0.8571428571428571,0.875,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0017,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8571428571428571,0.875,0.9500000000000001,1.0,1.0,,,True
Best-of-K,single_item_multi_period_0017,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8571428571428571,0.875,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0017,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8571428571428571,0.875,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0017,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8571428571428571,0.875,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0017,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,0.0,0.8357142857142856,0.125,0.9425,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0018,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0018,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0018,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0018,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0018,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0018,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,True
Best-of-K,single_item_multi_period_0018,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0018,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,1.0,0.8571428571428571,1.0,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0019,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8571428571428571,0.75,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0019,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8571428571428571,0.75,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0019,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,0.0,0.8357142857142856,0.25,0.9425,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0019,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8571428571428571,0.75,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0019,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,0.0,0.8357142857142856,0.25,0.9425,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0019,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8571428571428571,0.75,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_0019,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8571428571428571,0.75,0.9500000000000001,1.0,1.0,,,True
Best-of-K,single_item_multi_period_0019,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,1.0,0.8571428571428571,0.75,0.9500000000000001,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0000,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0000,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,1.0,1.0,,,True
Best-of-K,single_item_multi_period_shortage_0000,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0000,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0000,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0000,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0000,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0000,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,1.0,0.8611111111111112,1.0,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0001,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0001,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0001,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,0.0,0.8611111111111112,0.125,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0001,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0001,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0001,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,1.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,True
Best-of-K,single_item_multi_period_shortage_0001,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0001,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0002,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0002,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,True
Best-of-K,single_item_multi_period_shortage_0002,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0002,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8611111111111112,0.125,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0002,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0002,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0002,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0002,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0003,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0003,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0003,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0003,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,0.0,0.8444444444444444,0.125,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0003,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0003,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,True
Best-of-K,single_item_multi_period_shortage_0003,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0003,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0004,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0004,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0004,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,0.0,0.8444444444444444,0.125,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0004,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,True
Best-of-K,single_item_multi_period_shortage_0004,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0004,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0004,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0004,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,0.0,0.8611111111111112,0.875,0.951388888888889,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0005,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0005,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0005,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0005,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,True
Best-of-K,single_item_multi_period_shortage_0005,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0005,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,0.0,0.8444444444444444,0.125,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0005,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0005,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,1.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0006,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0006,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0006,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0006,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0006,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0006,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0006,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,True
Best-of-K,single_item_multi_period_shortage_0006,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0007,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0007,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0007,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0007,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0007,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0007,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0007,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,0.0,0.8444444444444444,0.875,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0007,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,0.0,0.8444444444444444,0.125,0.9455555555555556,1.0,1.0,,,True
Best-of-K,single_item_multi_period_shortage_0008,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0008,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0008,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,True
Best-of-K,single_item_multi_period_shortage_0008,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0008,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0008,Qwen3-8B_k5,5,ok,Qwen3-8B_k5,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0008,Qwen3-8B_k6,6,ok,Qwen3-8B_k6,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0008,Qwen3-8B_k7,7,ok,Qwen3-8B_k7,True,Optimal,0.0,0.8444444444444444,1.0,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0009,Qwen3-8B_k0,0,ok,Qwen3-8B_k0,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0009,Qwen3-8B_k1,1,ok,Qwen3-8B_k1,True,Optimal,0.0,0.8444444444444444,0.625,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0009,Qwen3-8B_k2,2,ok,Qwen3-8B_k2,True,Optimal,0.0,0.8444444444444444,0.375,0.9455555555555556,1.0,1.0,,,True
Best-of-K,single_item_multi_period_shortage_0009,Qwen3-8B_k3,3,ok,Qwen3-8B_k3,True,Optimal,0.0,0.8444444444444444,0.375,0.9455555555555556,1.0,1.0,,,False
Best-of-K,single_item_multi_period_shortage_0009,Qwen3-8B_k4,4,ok,Qwen3-8B_k4,True,Optimal,0.0,0.8444444444444444,0.375,0.9455555555555556,1.0,1.0,,,False
