problem_id,problem_type,tac_candidate_id,consensussafe_candidate_id,hybridsafe_candidate_id,full_candidate_id,tac_vs_consensussafe_same,tac_vs_hybridsafe_same,tac_vs_full_same,tac_profile,tac_primary_signal,tac_safe_consensus_score,consensussafe_safe_consensus_score,hybridsafe_safe_consensus_score,full_safe_consensus_score,tac_wrong_consensus_risk,consensussafe_wrong_consensus_risk,hybridsafe_wrong_consensus_risk,tac_constraint_coverage,consensussafe_constraint_coverage,hybridsafe_constraint_coverage,tac_objective_term_coverage,consensussafe_objective_term_coverage,hybridsafe_objective_term_coverage,tac_text_triggered_hard_gate_score,tac_critical_missing_count,objective_correct_posthoc_tac,objective_correct_posthoc_consensussafe,objective_correct_posthoc_hybridsafe,objective_correct_posthoc_full,posthoc_only
single_item_multi_period_shortage_0013,single_item_multi_period_shortage,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,True,True,True,single_item_multi_period_shortage,shortage_schema_objective,0.9861111111111112,,,0.9861111111111112,0.01388888888888884,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0014,single_item_multi_period_shortage,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k1,True,True,False,single_item_multi_period_shortage,shortage_schema_objective,0.7395833333333334,,,0.7395833333333334,0.01041666666666663,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0015,single_item_multi_period_shortage,Qwen3-8B_k5,Qwen3-8B_k5,Qwen3-8B_k5,Qwen3-8B_k0,True,True,False,single_item_multi_period_shortage,shortage_schema_objective,0.8628472222222223,,,0.8628472222222223,0.012152777777777679,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0016,single_item_multi_period_shortage,Qwen3-8B_k1,Qwen3-8B_k1,Qwen3-8B_k1,Qwen3-8B_k1,True,True,True,single_item_multi_period_shortage,shortage_schema_objective,0.8628472222222223,,,0.8628472222222223,0.012152777777777679,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0017,single_item_multi_period_shortage,Qwen3-8B_k0,Qwen3-8B_k0,Qwen3-8B_k0,Qwen3-8B_k0,True,True,True,single_item_multi_period_shortage,shortage_schema_objective,0.7395833333333334,,,0.7395833333333334,0.01041666666666663,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0018,single_item_multi_period_shortage,Qwen3-8B_k1,Qwen3-8B_k1,Qwen3-8B_k1,Qwen3-8B_k1,True,True,True,single_item_multi_period_shortage,shortage_schema_objective,0.9861111111111112,,,0.9861111111111112,0.01388888888888884,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_item_multi_period_shortage_0019,single_item_multi_period_shortage,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,True,True,True,single_item_multi_period_shortage,shortage_schema_objective,0.4930555555555556,,,0.4930555555555556,0.00694444444444442,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0000,single_period_newsvendor,Qwen3-8B_k4,Qwen3-8B_k4,Qwen3-8B_k4,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.8594444444444447,,,0.8594444444444447,0.14055555555555532,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0001,single_period_newsvendor,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.8594444444444447,,,0.8594444444444447,0.14055555555555532,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0002,single_period_newsvendor,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k6,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.42972222222222234,,,0.42972222222222234,0.07027777777777766,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,True
single_period_newsvendor_0003,single_period_newsvendor,Qwen3-8B_k7,Qwen3-8B_k7,Qwen3-8B_k7,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.0,,,0.0,0.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,True
single_period_newsvendor_0004,single_period_newsvendor,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,True,True,True,single_period_newsvendor,newsvendor_structure_then_terms,0.6333333333333334,,,0.6333333333333334,0.3666666666666666,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0005,single_period_newsvendor,Qwen3-8B_k0,Qwen3-8B_k0,Qwen3-8B_k0,Qwen3-8B_k0,True,True,True,single_period_newsvendor,newsvendor_structure_then_terms,0.5022222222222222,,,0.5022222222222222,0.49777777777777776,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
single_period_newsvendor_0006,single_period_newsvendor,Qwen3-8B_k7,Qwen3-8B_k7,Qwen3-8B_k7,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.8594444444444447,,,0.8594444444444447,0.14055555555555532,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0007,single_period_newsvendor,Qwen3-8B_k0,Qwen3-8B_k0,Qwen3-8B_k0,Qwen3-8B_k0,True,True,True,single_period_newsvendor,newsvendor_structure_then_terms,0.8594444444444447,,,0.8594444444444447,0.14055555555555532,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0008,single_period_newsvendor,Qwen3-8B_k2,Qwen3-8B_k2,Qwen3-8B_k2,Qwen3-8B_k2,True,True,True,single_period_newsvendor,newsvendor_structure_then_terms,0.8594444444444447,,,0.8594444444444447,0.14055555555555532,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0009,single_period_newsvendor,Qwen3-8B_k7,Qwen3-8B_k7,Qwen3-8B_k7,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.8594444444444447,,,0.8594444444444447,0.14055555555555532,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0010,single_period_newsvendor,Qwen3-8B_k7,Qwen3-8B_k7,Qwen3-8B_k7,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.8594444444444447,,,0.8594444444444447,0.14055555555555532,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0011,single_period_newsvendor,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.8594444444444447,,,0.8594444444444447,0.14055555555555532,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0012,single_period_newsvendor,Qwen3-8B_k2,Qwen3-8B_k2,Qwen3-8B_k2,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
single_period_newsvendor_0013,single_period_newsvendor,Qwen3-8B_k4,Qwen3-8B_k4,Qwen3-8B_k4,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
single_period_newsvendor_0014,single_period_newsvendor,Qwen3-8B_k2,Qwen3-8B_k2,Qwen3-8B_k2,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.8594444444444447,,,0.8594444444444447,0.14055555555555532,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0015,single_period_newsvendor,Qwen3-8B_k5,Qwen3-8B_k5,Qwen3-8B_k5,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.0,,,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,True
single_period_newsvendor_0016,single_period_newsvendor,Qwen3-8B_k7,Qwen3-8B_k5,Qwen3-8B_k5,Qwen3-8B_k3,False,False,False,single_period_newsvendor,newsvendor_structure_then_terms,0.2947916666666667,,,0.2947916666666667,0.08020833333333333,,,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,True
single_period_newsvendor_0017,single_period_newsvendor,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,Qwen3-8B_k3,True,True,True,single_period_newsvendor,newsvendor_structure_then_terms,0.0,,,0.0,0.0,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,True
single_period_newsvendor_0018,single_period_newsvendor,Qwen3-8B_k7,Qwen3-8B_k0,Qwen3-8B_k0,Qwen3-8B_k3,False,False,False,single_period_newsvendor,newsvendor_structure_then_terms,0.6878472222222223,,,0.6878472222222223,0.18715277777777772,,,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
single_period_newsvendor_0019,single_period_newsvendor,Qwen3-8B_k2,Qwen3-8B_k2,Qwen3-8B_k2,Qwen3-8B_k0,True,True,False,single_period_newsvendor,newsvendor_structure_then_terms,0.8594444444444447,,,0.8594444444444447,0.14055555555555532,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,True
